id,name,description,image,type,weight,special_effect,how_to_acquire,in_game_section,dlc
armor_52,Bandit Mask,"Mask of black cloth that covers the mouth. Favored by bandits for hiding their faces, it also provides some protection against poison.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/bandit_mask_elden_ring_wiki_guide_200px.png,helm,3.0,,Starting Equipment for the Bandit Class.Can be purchased from the Nomadic Merchant in North Limgrave for 1500 Runes. Elden Ring Map here,5,0
armor_53,Banished Knight Helm,"Thick, full set of armor covering the entire body. This helm was worn by knights who, whether by misfortune or misdeed, were forced to abandon their homes. Perhaps the deep-red scarf was used to block the winds, for on the outskirts, the winds bite with a stinging fierceness.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/banished_knight_helm_elden_ring_wiki_guide_200px.png,helm,7.5,,Dropped by Banished Knights in Stormveil Castle.,10,0
armor_54,Banished Knight Helm (Altered),"Thick, full set of armor covering the entire body.This helm was worn by knights who, whether by misfortune or misdeed, were forced to abandon their homes.These fierce warriors were each and all accomplished. Perhaps that is why, despite their territorial losses, they were still named knights.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/banished_knight_helm_(altered)_elden_ring_wiki_guide_200px.png,helm,7.1,,"Stormveil Castle. Looted from the Banished Knight located next to the Chapel in the northwest section, where Sorcerer Rogier is located.",10,0
armor_55,Beast Champion Helm,"Silver helm engraved with tiny beasts. Worn by Bernahl the Recusant.The beasts, their eyes and ears covered, represent an oath: ""See nothing, hear nothing, doubt nothing, and carry on, along the path set in stone.""",http://eldenring.wiki.fextralife.com/file/Elden-Ring/beast_champion_helm_elden_ring_wiki_guide_200px.png,helm,7.5,,The entire Beast Champion Set drops from Knight Bernahl upon death. Either defeat him at Warmaster's Shack or defeat the Recusant Bernahl invasion in Crumbling Farum Azula. Location in Elden Ring Map here.,10,0
armor_56,Black Dumpling,"""Mask forced on a victim's head to lend torture an extra degree of cruelty.It magnifies one's fears and makes them acutely aware of all forms of pain.Raises attack power when the wearer suffers from madness.When the Black Dumpling goes on, the torturer no longer seeks answers; only to inflict suffering without hope of relief.""",http://eldenring.wiki.fextralife.com/file/Elden-Ring/black_dumpling_elden_ring_wiki_guide_200px.png,helm,2.7,Raises attack (+10 % to all damage) when the wearer suffers from madness for 60 seconds,Dropped by the enemies found at Volcano Manor who wear it.,1,0
armor_57,Black Hood,"Hood of lusterless black fabric that conceals its wearer's identity.In this world, there is very little that must necessarily be known.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/black_hood_elden_ring_wiki_guide_200px.png,helm,3.0,,"In the Sage's Cave, in a treasure chest behind an illusory wall. See it on the Elden Ring Map here.",5,0
armor_58,Black Knife Hood,"Hood used by the Black Knife Assassins. The assassins that carried out the deeds of the Night of the Black Knives were all women, and rumored to be Numen who had close ties with Marika herself.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/black_knife_hood_elden_ring_wiki_guide_200px.png,helm,3.8,,"The entire Black Knife Set is found on a corpse under an archway behind Ordina, Liturgical Town in Consecrated Grounds. Map Link.",7,0
armor_59,Black Wolf Mask,A mask fashioned after the head of a black wolf.Relic of an assassin who assumed the guise of Ranni the Witch's loyal shadow. The likeness is striking.,http://eldenring.wiki.fextralife.com/file/Elden-Ring/black_wolf_mask_elden_ring_wiki_guide_200px.png,helm,5.9,,"Found behind Seluvis's Rise, reached by running and jumping up the crumbling part of the wall near the entrance to the tower. Elden Ring Map here",4,0
armor_60,Blackflame Monk Hood,"Mail hood of iron links covering a headband engraved with black flames.Attire of the Blackflame Monks.The Blackflame Monks, enthralled by the god-slaying black flame, became traitors, abandoning their posts as guardians. The seduction of a taboo is never easily spurned.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/blackflame_monk_hood_elden_ring_wiki_guide_200px.png,helm,4.0,,Drops from Blackflame Monks,7,0
armor_61,Blackguard's Iron Mask,"Iron mask forced on convicted prisoners.Worn by the blackguard Big Boggart.To Boggart, the mask made him all the more threatening, and helped him get what he wanted. But it was also a mirror of his emptiness.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/blackguards_iron_mask_elden_ring_wiki_guide_200px.png,helm,6.2,,Dropped by the merchant Blackguard Big Boggart upon defeat. Elden Ring Map here,1,0
armor_62,Bloodhound Knight Helm,"Metal helm with a pointed beak. Worn by the Bloodhound Knights. The Bloodhound Knights are trained as hunters and known to be unshakable trackers. Without the use of language, each knight chooses his own master. Once the decision has been made, the knight stays loyal for life.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/bloodhound_knight_helm_elden_ring_wiki_guide_200px.png,helm,4.6,,The entire Bloodhound Knight Set is dropped by the Bloodhound Knight guarding the Gelmir Knight Set pickup in the Gelmir Hero's Grave. See it on the Elden Ring Map here.,8,0
armor_63,Bloodsoaked Mask,Mask formed from tightly-wound bandages soaked through with blood. Even the most ghastly cover is more inviting than the festering face beneath.,http://eldenring.wiki.fextralife.com/file/Elden-Ring/bloodsoaked_mask_elden_ring_wiki_guide_200px.png,helm,2.2,,Looted from a corpse in the Subterranean Shunning-Grounds near the Underground Roadside site of grace. Elden Ring Map here.,1,0
armor_64,Blue Cloth Cowl,"Cowl of a nomadic warrior. The blue color of its fabric symbolizes brisk waters, as fluid and flowing as the sword in the hand of its wearer. Just as still waters turn foul, stagnation leads to decay. Warriors must remain ever-drifting.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/blue_cloth_cowl_elden_ring_wiki_guide_200px.png,helm,2.7,,Starting Equipment for the Warrior Class.Purchasable from Isolated Merchant (Raya Lucaria) Elden Ring Map here,5,0
armor_65,Blue Festive Hood,"Hood worn by dancers at the festivities in Dominula, the village of windmills.Use of this hood, dyed in a stunning blue, is only permitted for the young maids who play the central role in the festival.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/blue_festive_hood_elden_ring_wiki_guide_200px.png,helm,1.7,,"Dropped by the blue clothed dancers in Dominula, Windmill Village.",1,0
armor_66,Blue Silver Mail Hood,"Chainmail hood crafted with blue silver.Worn by the wolf-riding Albinauric archers.Blue silver is a metal born from the same mother as the archers themselves, and provides protection from magic and frost.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/blue_silver_mail_hood_elden_ring_wiki_guide_200px.png,helm,3.8,,"Albinauric Wolfback Archers found in the Consecrated Snowfield, as well as the Ordina Gaol, drop the Blue Silver Set pieces.One that is easily farmed can be found shortly north of the Consecrated Snowfield site of grace.",7,0
armor_67,Brave's Cord Circlet,"Warrior's headband of woven leather.Garb worn by warriors of the frigid uplands.The small flags, white cloths and sheaves of wheatoften found hung from these headbands areprayers of farewell from the people of their home.In bidding farewell to warriors departing ona journey from which they aren't like to return,this small act offers only meager relief.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/braves_cord_circlet_elden_ring_wiki_guide_200px.png,helm,1.0,,Currently unavailable,0,0
armor_68,Brave's Leather Helm,Battlewear wrapped in thick leather.Garb worn by warriors of the frigid uplands.,http://eldenring.wiki.fextralife.com/file/Elden-Ring/braves_leather_helm_elden_ring_wiki_guide_200px.png,helm,3.8,,Currently unobtainable.,0,0
armor_69,Briar Helm,"Battered iron helm from a foreign land.Worn by Elemer of the Briar.The winding, rusted iron briars are the mark of the guilty, and typically indicate a sentence of death. They also cause this armor to deal damage when performing dodge rolls.Elemer murdered numerous instructors and merchants, and was known as the Bell Bearing Hunter.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/briar_helm_elden_ring_wiki_guide_200px.png,helm,5.1,Deals damage when rolling into targets. Damage increases exponentially with more briar pieces.,Purchased from the Enia in Roundtable Hold after defeating Elemer of the Briar in The Shaded Castle,9,0
armor_70,Bull-Goat Helm,"Great Horned Tragoth's helm, adorned with a gold bull-goat motif. Provides high poise.Tragoth is a famed knight of assistance. Countless Tarnished, facing adversity in the Lands Between, have survived thanks only to the Great Horned One's aid",http://eldenring.wiki.fextralife.com/file/Elden-Ring/bull-goat_helm_elden_ring_wiki_guide_200px.png,helm,11.3,,"Can be found after killing Patches' assassination target for the Volcano Manor, Great Horned Tragoth. Elden Ring Map here",11,0
armor_71,Carian Knight Helm,"Helm of the enchanted knights that once served the Carian royal family.The enchanted knights, anointed by the Lunar Queen, were heroes of the highest honors, but fell into disarray with the decline of the royal family.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/carian_knight_helm_elden_ring_wiki_guide_200px.png,helm,4.6,,"From the Church of the Cuckoo site of grace, travel to the rotating lift section. On the right side of the gate's entrance, look down as you are hugging the wall to find a platform that you can drop to. Walk on the narrow path and you'll notice a group of Glintstone Zombies worshipping a statue. The entire Carian Knight Set is found at the foot of that statue..",8,0
armor_72,Cerulean Tear Scarab,"Blue scarab worn directly on the head. These scarabs roll clumps of cerulean tears during their labors.Slightly increases the recovery effects of the Flask of Cerulean Tears, but increases damage taken.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/cerulean_tear_scarab_elden_ring_wiki_guide_200px.png,helm,5.1,"Increases the recovery effects of the Flask of Cerulean Tears by 10%, but increases damage taken.","Sellia, Town of Sorcery in Caelid. Found on a corpse on top of a roof in the northeast section of town. Requires platforming across the rooftops. Elden Ring Map here",4,0
armor_73,Chain Coif,"Coif made of woven chain. Standard issue for ordinary soldiers. Though plain in appearance, it offers dependable protection.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/chain_coif.png,helm,3.8,,"Can be found at Church of Elleh, purchased from Merchant Kale. It costs 1000 Runes. Elden Ring Map here",7,0
armor_74,Champion Headband,"Headband reserved for the badlands' bravest. Proof that the wearer has slaughtered countless foes. Following the example of their chieftain Hoarah Loux, the brave warriors of the badlands shun excess adornment.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/champion_headband_elden_ring_wiki_guide_200px.png,helm,2.7,,"Starting Equipment for the Hero Class.Can be purchased from the Nomadic Merchant in south Caelid for 1,000 Runes. Elden Ring Map here",6,0
armor_75,Cleanrot Helm,"Winged helm of the Cleanrot Knights, celebrated for their undefeated campaign in the Shattering.The Cleanrot Knights vowed to fight alongside Malenia, despite the inevitable, if gradual, putrefaction of their flesh. Their acceptance of their fate made these battles fiercest of all.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/cleanrot_helm_elden_ring_wiki_guide_200px.png,helm,6.4,,"Dropped by Cleanrot Knights in the Swamp of Aeonia, The Shaded Castle, or Elphael, Brace of the Haligtree.",8,0
armor_76,Cleanrot Helm (Altered),"Winged helm of the Cleanrot Knights, celebrated for their undefeated campaign in the Shattering.The Cleanrot Knights vowed to fight alongside Malenia, despite the inevitable, if gradual, putrefaction of their flesh. Their acceptance of their fate made these battles the fiercest of all.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/cleanrot_helm_(altered)_elden_ring_wiki_guide_200px.png,helm,5.5,,"After completing Boc's Questline, you (or Boc) can alter Cleanrot Helm into Cleanrot Helm (Altered).",8,0
armor_77,Commoner's Headband,"A headband that holds cloth in place.Standard wear for commoners of the Lands Between. Only, there are no commoners remaining with their wits about them.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/commoners_headband_elden_ring_wiki_guide_200px.png,helm,1.4,,"The Commoner's Headband is found on a corpse in Mt. Gelmir. After the Temple of Eiglay site of grace, take the elevator up and jump off the outside balcony into the area below. Follow the path past the Abductor Virgin into the window of the manor. Continue until you are on a walkway overlooking the lake the lava lake with Serpent statues on the right side. The Commoner's Headpiece is on a corpse on the head of the second statue. Elden Ring Map here",1,0
