id,name,image,description,type,damage negation,resistance,weight,special effect,how to acquire,in-game section,dlc
33,Divine Bird Helm,http://eldenring.wiki.fextralife.com/file/Elden-Ring/divine_bird_helm_helm_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,"A helm of tangled horn attached to a divine bird mask, allowing the wearer to invoke divinity. Worn by divine bird warriors; the very first of all horned warriors. Divine invocation heightens the power of divine bird feathers alongside strength and dexterity, but reduces the restorative effect of drinking from a flask of sacred tears. Focus is also troubled by wearing this helm.",helm,"[{'Physical': '4.8', 'VS Strike': '4.4', 'VS Slash': '4.4', 'VS Pierce': '4.2', 'Magic': '3.8', 'Fire': '3.6', 'Lightning': '2.8', 'Holy': '3.1'}]","[{'Immunity': '14', 'Robustness': '22', 'Focus': '0', 'Vitality': '9', 'Poise': '8'}]",4.6,"Heightens the power of divine bird feathers by 10%, boost Strength by +3 and Dexerity by +4, but reduces restorative effect of sacred tears by -9% and lower focus by -45",Dropped by Divine Bird Warriors,19,1
34,Rellana's Helm,http://eldenring.wiki.fextralife.com/file/Elden-Ring/rellanas_helm_helm_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,"Ornate helm of Rellana, the Twin Moon Knight, fashioned from silver steel. Rennala, head of the royal family of Caria, was said to have given her younger sister, who renounced her lineage to chase after Messmer, a gift of lustrous black hair.",helm,"[{'Physical': '4.8', 'VS Strike': '4.2', 'VS Slash': '5.0', 'VS Pierce': '4.6', 'Magic': '4.5', 'Fire': '4.2', 'Lightning': '3.4', 'Holy': '3.8'}]","[{'Immunity': '15', 'Robustness': '24', 'Focus': '10', 'Vitality': '10', 'Poise': '8'}]",5.1,,The complete set (Rellana's Set) can be bought from Enia in the Roundtable Hold upon defeating Rellana Twin Moon Knight.,5,1
35,Young Lion's Helm,http://eldenring.wiki.fextralife.com/file/Elden-Ring/young_lions_helm_helm_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,"The golden helm worn by Radahn in his younger years. Proudly displaying his heroic red hair, it is fitting attire for a lion. When Malenia, Blade of Miquella, let the rotflower blossom in Aeonia, Radahn heard a murmur in his ear ""Miquella awaits thee, O promised consort.""",helm,"[{'Physical': '6.1', 'VS Strike': '5.2', 'VS Slash': '6.1', 'VS Pierce': '6.1', 'Magic': '4.4', 'Fire': '4.6', 'Lightning': '4.0', 'Holy': '4.6'}]","[{'Immunity': '22', 'Robustness': '31', 'Focus': '11', 'Vitality': '15', 'Poise': '10'}]",6.4,,"Purchase from Finger Reader Enia at Roundtable Hold after defeating Promised Consort Radahn / Radahn, Consort of Miquella in Enir-Ilim [See Shadow of the Erdtree Map]",19,1
36,Circlet of Light,http://eldenring.wiki.fextralife.com/file/Elden-Ring/circlet_of_light_helm_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,"The circlet of light which adorned Miquella's head as he returned in divine aspect. It has begun to fade into nothingness. Slightly boosts intelligence, faith, and arcane, while also boosting the power of Miquella's light. This circle was to be the very foundation upon which Miquella's age of compassion would be built, should it have ever come to pass.",helm,"[{'Physical': '2.8', 'VS Strike': '3.1', 'VS Slash': '2.5', 'VS Pierce': '2.8', 'Magic': '2.8', 'Fire': '3.1', 'Lightning': '3.4', 'Holy': '3.4'}]","[{'Immunity': '23', 'Robustness': '14', 'Focus': '15', 'Vitality': '20', 'Poise': '5'}]",1,"+1 to Intelligence, Faith, and ArcaneBoosts the power of Miquella's Light",Obtained after defeating Promised Consort Radhan,19,1
37,Shadow Militiaman Helm,http://eldenring.wiki.fextralife.com/file/Elden-Ring/shadow_militiaman_helm_helm_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,"Helm as dark as shadow, worn by vulgar militiamen. Freshly-singed battlegrounds effusing with the stench of the dead. Forbidden lands that will be excised from the memory of history. What better place than the realms of shadow then, for such an army?",helm,"[{'Physical': '2.5', 'VS Strike': '3.1', 'VS Slash': '2.8', 'VS Pierce': '2.8', 'Magic': '3.6', 'Fire': '3.8', 'Lightning': '3.8', 'Holy': '3.1'}]","[{'Immunity': '33', 'Robustness': '14', 'Focus': '18', 'Vitality': '18', 'Poise': '4'}]",3,,Dropped by the Shadow men,17,1
38,Divine Beast Head,http://eldenring.wiki.fextralife.com/file/Elden-Ring/divine_beast_head_helm_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,"Ritual headwear in the form of a divine beast's head, used to perform the lion dance. Worn by the very finest of the sculpted keepers. Alas, it no longer responds to the old woman's earnest prayer. Divine invocation heightens intensity of the storm alongside strength and dexterity, but reduces the restorative effect of drinking from a flask of sacred tears. Focus is also troubled by wearing this headwear.",helm,"[{'Physical': '7.0', 'VS Strike': '5.9', 'VS Slash': '6.7', 'VS Pierce': '6.8', 'Magic': '4.9', 'Fire': '7.2', 'Lightning': '4.6', 'Holy': '4.9'}]","[{'Immunity': '29', 'Robustness': '26', 'Focus': '0', 'Vitality': '24', 'Poise': '13'}]",10.6,"Heightens intensity of the storm by 10%, boost Strength by +4 and Dexerity by +4, but reduces restorative effect of sacred tears by -11% and lower focus by -63",The Divine Beast Dancing Lion drops this Helm upon defeat. [See Shadow of the Erdtree Map],3,1
39,St. Trina's Blossom,http://eldenring.wiki.fextralife.com/file/Elden-Ring/st._trinas_blossom_helm_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,"St. Trina's life withered and fell, as fleeting as the seasons. At her last, she left a single water lily. Slightly boosts max FP. Despite the velvety-purple hue, the flower is in no way poisonousit merely blooms in quietude.",helm,"[{'Physical': '0.9', 'VS Strike': '0.9', 'VS Slash': '1.4', 'VS Pierce': '-0.8', 'Magic': '4.4', 'Fire': '3.8', 'Lightning': '4.4', 'Holy': '4.4'}]","[{'Immunity': '12', 'Robustness': '4', 'Focus': '24', 'Vitality': '24', 'Poise': '2'}]",1,Boosts max FP by 6%.,"Garden of Deep Purple: After completing Thiollier and St. Trina's questline, return to her cave in Garden of Deep Purple. You can pick up this item from her fallen body. [See Shadow of the Erdtree Elden Ring DLC Map]",9,1
40,Crucible Hammer-Helm,http://eldenring.wiki.fextralife.com/file/Elden-Ring/crucible_hammer-helm_helm_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,"Helm worn by Devonia, longest-serving of the Crucible Knights. Holds the power of the crucible of life, the primordial form of the Erdtree. Strengthens Aspects of the Crucible incantations. It is said Devonia quested in search of the Crucible's origin, and departed from the lands of the Erdtree alone.",helm,"[{'Physical': '6.8', 'VS Strike': '6.1', 'VS Slash': '6.8', 'VS Pierce': '6.7', 'Magic': '4.7', 'Fire': '4.9', 'Lightning': '4.5', 'Holy': '4.6'}]","[{'Immunity': '26', 'Robustness': '33', 'Focus': '18', 'Vitality': '18', 'Poise': '11'}]",7.5,Strengthens Aspects of the Crucible Incantations.,"Dropped by Devonia, Crucible Knight [Map Link]",18,1
41,Greatjar,http://eldenring.wiki.fextralife.com/file/Elden-Ring/greatjar_helm_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,"A greatjar which fits comfortably over the head when upturned. Attire of the shamans who perform their worship at gaols. Increases the power of thrown pots of all sizes. They offer their prayers to the innards of the greatjars, such that they might be reborn one day into sainthood. This is the cycle of death and rebirth, taken into the hands of mortal men.",helm,"[{'Physical': '8.0', 'VS Strike': '6.9', 'VS Slash': '7.7', 'VS Pierce': '7.7', 'Magic': '5.3', 'Fire': '5.2', 'Lightning': '5.5', 'Holy': '5.1'}]","[{'Immunity': '32', 'Robustness': '34', 'Focus': '22', 'Vitality': '21', 'Poise': '14'}]",12.3,Increases the power of all thrown pots by 16%.,"Belurat Gaol: After leaving the jar labyrinth, you will pass a small bridge and fight 3 Mutated Prisoners, on quite a large platform. In order to advance the dungeon, you have to step on the jar at the end of the area, but don't do that. Instead, turn right to find another jar on a slightly lower level. Step on it, and it will take you high. Once there, jump from platform to platform, and once the area, opens up, the item is on a pedestal, beware of the enemies.",3,1
42,Imp Head (Lion),http://eldenring.wiki.fextralife.com/file/Elden-Ring/imp_head_(lion)_helm_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,"Head covering made from the largely unaltered head of an impish golem. Resembling a lion in appearance, life force faintly clings to it.",helm,"[{'Physical': '7.0', 'VS Strike': '5.9', 'VS Slash': '7.0', 'VS Pierce': '7.0', 'Magic': '4.6', 'Fire': '5.2', 'Lightning': '4.6', 'Holy': '4.6'}]","[{'Immunity': '26', 'Robustness': '44', 'Focus': '18', 'Vitality': '18', 'Poise': '13'}]",8.1,+2 Vigor,Scorpion River Catacombs. Can be found on top of a platform if you ride one of the two spike trap platform lifts. [Video Link],18,1
43,Alberich's Pointed Hat,http://eldenring.wiki.fextralife.com/file/Elden-Ring/alberichs_pointed_hat_elden_ring_wiki_guide_200px.png,"Mad Tongue Alberich's pointed hat, a sign of a heretical practitioner. Set with red glintstones said to be formed by the blood of sacrifices. Strengthens thorn sorcery. Alberiches was an aloof yet disturbed heretical sorcerer said to have been driven mad by jeering tongues during his service to the Roundtable Hold long ago.",helm,"[{'Physical': '1.8', 'VS Strike': '1.4', 'VS Slash': '1.8', 'VS Pierce': '1.8', 'Magic': '4.6', 'Fire': '4.2', 'Lightning': '4.4', 'Holy': '4.6'}]","[{'Immunity': '16', 'Robustness': '10', 'Focus': '29', 'Vitality': '31', 'Poise': '2'}]",1.7,Strengthens thorn sorcery by 6%.,"The entire Alberich's Set can be found in the main hall of the Fortified manor in Leyndell, Royal Capital, near the Fortified Manor, first floor Site of Grace. Elden Ring Map here",2,0
44,Alberich's Pointed Hat (Altered),http://eldenring.wiki.fextralife.com/file/Elden-Ring/alberichs_pointed_hat_(altered)_elden_ring_wiki_guide_200px.png,Mad Tongue Alberich's robe.Alberich was an aloof yet disturbed heretical sorcerer said to have been driven mad by jeering tongues during his service to the Roundtable Hold long ago.,helm,"[{'Physical': '0.9', 'VS Strike': '0.2', 'VS Slash': '0.9', 'VS Pierce': '0.9', 'Magic': '4.4', 'Fire': '3.8', 'Lightning': '4.0', 'Holy': '4.4'}]","[{'Immunity': '12', 'Robustness': '7', 'Focus': '23', 'Vitality': '24', 'Poise': '1'}]",1,,Boc the Seamster can alter the original Alberich's Pointed Hat if you have it in your possession.,2,0
45,Albinauric Mask,http://eldenring.wiki.fextralife.com/file/Elden-Ring/albinauric_mask_elden_ring_wiki_guide_200px.png,"Made from the largely unaltered hide of a young Albinauric.Raises arcane, but reduces the HP recovery effects of the Flask of Crimson Tears.A far cry from godskin, this Albinauric hide mask is the product of malicious mockery.",helm,"[{'Physical': '4.0', 'VS Strike': '3.1', 'VS Slash': '4.0', 'VS Pierce': '3.8', 'Magic': '2.5', 'Fire': '3.1', 'Lightning': '2.1', 'Holy': '2.5'}]","[{'Immunity': '12', 'Robustness': '23', 'Focus': '10', 'Vitality': '10', 'Poise': '5'}]",3.8,"+4 Arcane,reduces the HP recovered from Flask of Crimson Tears by 10%.","Found in Volcano Manor near the Guest Hall grace. Ascend the stairs to the top floor of the building. Head outside and take the ladder to your left onto the roof. Go to the back of the roof and jump off the right side to a balcony, then enter a room with an Omenkiller, the Albinauric Staff, and the Albinauric Mask. Elden Ring Map here",4,0
46,All-Knowing Helm,http://eldenring.wiki.fextralife.com/file/Elden-Ring/all-knowing_helm_elden_ring_wiki_guide_200px.png,"Helm set with countless eyes and ears. Worn by Gideon Ofnir, the All-Knowing. Knowledge begins with the recognition of one's ignorance. The realization that the search for knowledge is unending. But when Gideon glimpsed into the will of Queen Marika, he shuddered in fear. At the end that should not be.",helm,"[{'Physical': '4.6', 'VS Strike': '4.2', 'VS Slash': '4.8', 'VS Pierce': '4.2', 'Magic': '4.4', 'Fire': '3.4', 'Lightning': '3.6', 'Holy': '3.1'}]","[{'Immunity': '12', 'Robustness': '20', 'Focus': '9', 'Vitality': '9', 'Poise': '7'}]",4.6,,"The entire All-Knowing Set is dropped by Sir Gideon Ofnir, the All-Knowing upon defeat. He is fought in Leyndell, Capital of Ash, an alternate version of the Royal Capital accessible only after making significant progress in the story. Elden Ring Map here",9,0
47,Aristocrat Hat,http://eldenring.wiki.fextralife.com/file/Elden-Ring/aristocrat_hat_elden_ring_wiki_guide_200px.png,"Leather hat decorated with a withered feather.Travel attire worn by nobles in the capital, and the belonging of a family which claims a knight as an ancestor.Abandoning their birthplace after the Shattering, these undead wanderers are the pitiful product of unending life.",helm,"[{'Physical': '3.1', 'VS Strike': '3.1', 'VS Slash': '2.8', 'VS Pierce': '3.1', 'Magic': '3.8', 'Fire': '4.0', 'Lightning': '3.8', 'Holy': '3.1'}]","[{'Immunity': '22', 'Robustness': '14', 'Focus': '18', 'Vitality': '20', 'Poise': '4'}]",3,,Drops from Soldier Aristocrats that can be found wandering the roads of most areas.,1,0
48,Aristocrat Headband,http://eldenring.wiki.fextralife.com/file/Elden-Ring/aristocrat_headband_elden_ring_wiki_guide_200px.png,"Valuable headband featuring fine goldwork.Travel attire worn by nobles in the capital.Abandoning their birthplace after the Shattering, these undead wanderers are pitiful product of unending life.",helm,"[{'Physical': '1.9', 'VS Strike': '1.9', 'VS Slash': '1.9', 'VS Pierce': '1.6', 'Magic': '4.0', 'Fire': '3.6', 'Lightning': '3.8', 'Holy': '4.0'}]","[{'Immunity': '15', 'Robustness': '10', 'Focus': '25', 'Vitality': '22', 'Poise': '2'}]",1.2,,"Rare chance to drop from Aristocrat Sorcerers seen in larger groups of Aristocrat enemies that wander the roads of most areas.Easily farmed in Kingsrealm Ruins, south of the Road to the Manor site of grace.",1,0
49,Ash-of-War Scarab,http://eldenring.wiki.fextralife.com/file/Elden-Ring/ash-of-war_scarab_elden_ring_wiki_guide_200px.png,"Gray scarab worn directly on the head.These scarabs roll clumps of Ashes of War during their labors.Slightly reduces the FP cost of skills, but increases damage taken.",helm,"[{'Physical': '-5.82', 'VS Strike': '-5.6', 'VS Slash': '-5.82', 'VS Pierce': '-5.82', 'Magic': '-4.94', 'Fire': '-4.94', 'Lightning': '-4.94', 'Holy': '-5.05'}]","[{'Immunity': '42', 'Robustness': '22', 'Focus': '27', 'Vitality': '26', 'Poise': '6'}]",5.1,Reduces the FP cost of skills by ~14%. Increases damage taken by ~5%.,Behind the waygate on the Limgrave Tower Bridge that takes you to the Divine Tower of Limgrave on a broken section of the bridge. Elden Ring Map here,4,0
50,Astrologer Hood,http://eldenring.wiki.fextralife.com/file/Elden-Ring/astrologer_hood_elden_ring_wiki_guide_200px.png,"Hood fashioned from supple cloth. Worn by those who look to the cosmos above. They read fate in the stars, and are said to be heirs of the glintstone sorcerers. But alas, the night sky no longer cradles fate.",helm,"[{'Physical': '1.8', 'VS Strike': '1.4', 'VS Slash': '1.4', 'VS Pierce': '1.4', 'Magic': '4.6', 'Fire': '4.5', 'Lightning': '4.6', 'Holy': '4.5'}]","[{'Immunity': '18', 'Robustness': '9', 'Focus': '31', 'Vitality': '27', 'Poise': '3'}]",1.7,,"Starting Equipment for the Astrologer ClassCan be purchased from the Nomadic Merchant in Liurnia of the Lakes for 1,000 Runes. Elden Ring Map here.",2,0
51,Azur's Glintstone Crown,http://eldenring.wiki.fextralife.com/file/Elden-Ring/azurs_glintstone_crown_elden_ring_wiki_guide_200px.png,"Crown of Azur, primeval current sorcerer, set with a prominent blue-green glintstone.This crown replaced Azur's brain and skull altogether, and now, removed from his body, it is all but dead. What power remains within raises the potency of Azur's primeval current sorceries at the cost of additional FP consumption.",helm,"[{'Physical': '2.8', 'VS Strike': '2.3', 'VS Slash': '2.5', 'VS Pierce': '2.5', 'Magic': '5.8', 'Fire': '4.6', 'Lightning': '4.7', 'Holy': '5.0'}]","[{'Immunity': '23', 'Robustness': '14', 'Focus': '44', 'Vitality': '39', 'Poise': '4'}]",3.6,"Increases the damage of Comet Azur by 15%, and Glintstone Cometshard and Comet by 10%. Increases FP consumption from sorceries by 15%.",The complete Azur's Glintstone Set is found at Azur's location after completing Sorceress Sellen's questline where you side with her. Elden Ring Map here,2,0
52,Bandit Mask,http://eldenring.wiki.fextralife.com/file/Elden-Ring/bandit_mask_elden_ring_wiki_guide_200px.png,"Mask of black cloth that covers the mouth. Favored by bandits for hiding their faces, it also provides some protection against poison.",helm,"[{'Physical': '2.8', 'VS Strike': '3.1', 'VS Slash': '3.1', 'VS Pierce': '3.1', 'Magic': '3.1', 'Fire': '3.4', 'Lightning': '3.6', 'Holy': '3.1'}]","[{'Immunity': '30', 'Robustness': '14', 'Focus': '14', 'Vitality': '16', 'Poise': '4'}]",3,,Starting Equipment for the Bandit Class.Can be purchased from the Nomadic Merchant in North Limgrave for 1500 Runes. Elden Ring Map here,5,0
